url,heading,release,last_edited,pub,publication,time_period,is_latest_release
https://explore-education-statistics.service.gov.uk/find-statistics/children-looked-after-in-england-including-adoptions/2021,Children looked after in England including adoptions,Reporting year 2021,18-Nov-21,NA,Children looked after in England including adoptions,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/children-looked-after-in-england-including-adoptions/2020,Children looked after in England including adoptions,Reporting year 2020,10-Dec-20,NA,Children looked after in England including adoptions,2020,No
https://explore-education-statistics.service.gov.uk/data-tables/children-looked-after-in-england-including-adoptions,Create your own tables,Table Tool,NA,Children looked after in England including adoptions,Children looked after in England including adoptions,,No
https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-starts/data-guidance,Skills Bootcamps starts,Financial year 2022-23,09-Nov-23,NA,Skills Bootcamps starts,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/skills-bootcamps-starts/2021-22,Skills Bootcamps starts,Financial year 2021-22,08-Dec-22,NA,Skills Bootcamps starts,2021-22,No
https://explore-education-statistics.service.gov.uk/data-tables/skills-bootcamps-starts,Create your own tables,Table Tool,NA,Skills Bootcamps starts,Skills Bootcamps starts,,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-and-training-statistics-for-the-uk/data-guidance,Education and training statistics for the UK,Reporting year 2023,09-Nov-23,NA,Education and training statistics for the UK,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-and-training-statistics-for-the-uk/prerelease-access-list,Education and training statistics for the UK,Reporting year 2023,09-Nov-23,NA,Education and training statistics for the UK,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-and-training-statistics-for-the-uk/2022,Education and training statistics for the UK,Reporting year 2022,17-Nov-22,NA,Education and training statistics for the UK,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-and-training-statistics-for-the-uk/2021,Education and training statistics for the UK,Reporting year 2021,25-Nov-21,NA,Education and training statistics for the UK,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-and-training-statistics-for-the-uk/2020,Education and training statistics for the UK,Reporting year 2020,26-Nov-20,NA,Education and training statistics for the UK,2020,No
https://explore-education-statistics.service.gov.uk/data-tables/education-and-training-statistics-for-the-uk,Create your own tables,Table Tool,NA,Education and training statistics for the UK,Education and training statistics for the UK,,No
https://explore-education-statistics.service.gov.uk/find-statistics/characteristics-of-children-in-need/data-guidance,Children in need,Reporting year 2023,26-Oct-23,NA,Children in need,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/characteristics-of-children-in-need/prerelease-access-list,Children in need,Reporting year 2023,26-Oct-23,NA,Children in need,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/characteristics-of-children-in-need/2022,Children in need,Reporting year 2022,27-Oct-22,NA,Children in need,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/characteristics-of-children-in-need/2021,Children in need,Reporting year 2021,28-Oct-21,NA,Children in need,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/characteristics-of-children-in-need/2020,Children in need,Reporting year 2020,26-Nov-20,NA,Children in need,2020,No
https://explore-education-statistics.service.gov.uk/data-tables/characteristics-of-children-in-need,Create your own tables,Table Tool,NA,Children in need,Children in need,,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-measures-in-higher-education/data-guidance,Participation measures in higher education,Academic year 2021/22,26-Oct-23,NA,Participation measures in higher education,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-measures-in-higher-education/prerelease-access-list,Participation measures in higher education,Academic year 2021/22,26-Oct-23,NA,Participation measures in higher education,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-measures-in-higher-education/2020-21,Participation measures in higher education,Academic year 2020/21,26-Jan-23,NA,Participation measures in higher education,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-measures-in-higher-education/2019-20,Participation measures in higher education,Academic year 2019/20,25-Nov-21,NA,Participation measures in higher education,2019/20,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-measures-in-higher-education/2018-19,Participation measures in higher education,Academic year 2018/19,26-Nov-20,NA,Participation measures in higher education,2018/19,No
https://explore-education-statistics.service.gov.uk/data-tables/participation-measures-in-higher-education,Create your own tables,Table Tool,NA,Participation measures in higher education,Participation measures in higher education,,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-pupil-projections/data-guidance,National pupil projections,Reporting year 2023,19-Oct-23,NA,National pupil projections,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-pupil-projections/prerelease-access-list,National pupil projections,Reporting year 2023,19-Oct-23,NA,National pupil projections,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-pupil-projections/2022,National pupil projections,Reporting year 2022,14-Jul-22,NA,National pupil projections,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-pupil-projections/2021,National pupil projections,Reporting year 2021,22-Jul-21,NA,National pupil projections,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-pupil-projections/2020,National pupil projections,Reporting year 2020,16-Jul-20,NA,National pupil projections,2020,No
https://explore-education-statistics.service.gov.uk/data-tables/national-pupil-projections,Create your own tables,Table Tool,NA,National pupil projections,National pupil projections,,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england/data-guidance,Pupil absence in schools in England,Autumn and spring term 2022/23,19-Oct-23,NA,Pupil absence in schools in England,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england/prerelease-access-list,Pupil absence in schools in England,Autumn and spring term 2022/23,19-Oct-23,NA,Pupil absence in schools in England,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england/2022-23-autumn-term,Pupil absence in schools in England,Autumn term 2022/23,20-Jul-23,NA,Pupil absence in schools in England,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england/2021-22,Pupil absence in schools in England,Academic year 2021/22,16-Mar-23,NA,Pupil absence in schools in England,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england/2020-21,Pupil absence in schools in England,Academic year 2020/21,24-Mar-22,NA,Pupil absence in schools in England,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england/2018-19,Pupil absence in schools in England,Academic year 2018/19,26-Mar-20,NA,Pupil absence in schools in England,2018/19,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-absence-in-schools-in-england/2016-17,Pupil absence in schools in England,Academic year 2016/17,26-Mar-20,NA,Pupil absence in schools in England,2016/17,No
https://explore-education-statistics.service.gov.uk/data-tables/pupil-absence-in-schools-in-england,Create your own tables,Table Tool,NA,Pupil absence in schools in England,Pupil absence in schools in England,,No
https://explore-education-statistics.service.gov.uk/find-statistics/foundation-years-statistics/data-guidance,"Foundation year participation, provision and outcomes at HE providers",Academic year 2021/22,19-Oct-23,NA,"Foundation year participation, provision and outcomes at HE providers",2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/foundation-years-statistics,Create your own tables,Table Tool,NA,"Foundation year participation, provision and outcomes at HE providers","Foundation year participation, provision and outcomes at HE providers",,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-and-training-and-employment/data-guidance,"Participation in education, training and employment age 16 to 18",Calendar year 2022,19-Oct-23,NA,"Participation in education, training and employment age 16 to 18",2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-and-training-and-employment/prerelease-access-list,"Participation in education, training and employment age 16 to 18",Calendar year 2022,19-Oct-23,NA,"Participation in education, training and employment age 16 to 18",2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-and-training-and-employment/2021,"Participation in education, training and employment age 16 to 18",Calendar year 2021,30-Jun-22,NA,"Participation in education, training and employment age 16 to 18",2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-and-training-and-employment/2020,"Participation in education, training and employment age 16 to 18",Calendar year 2020,24-Jun-21,NA,"Participation in education, training and employment age 16 to 18",2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-and-training-and-employment/2019,"Participation in education, training and employment age 16 to 18",Calendar year 2019,18-Dec-20,NA,"Participation in education, training and employment age 16 to 18",2019,No
https://explore-education-statistics.service.gov.uk/data-tables/participation-in-education-and-training-and-employment,Create your own tables,Table Tool,NA,"Participation in education, training and employment age 16 to 18","Participation in education, training and employment age 16 to 18",,No
https://explore-education-statistics.service.gov.uk/find-statistics/progression-to-higher-education-or-training/data-guidance,Progression to higher education or training,Academic year 2021/22,19-Oct-23,NA,Progression to higher education or training,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/progression-to-higher-education-or-training/prerelease-access-list,Progression to higher education or training,Academic year 2021/22,19-Oct-23,NA,Progression to higher education or training,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/progression-to-higher-education-or-training/2020-21,Progression to higher education or training,Academic year 2020/21,20-Oct-22,NA,Progression to higher education or training,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/progression-to-higher-education-or-training/2019-20,Progression to higher education or training,Academic year 2019/20,21-Oct-21,NA,Progression to higher education or training,2019/20,No
https://explore-education-statistics.service.gov.uk/find-statistics/progression-to-higher-education-or-training/2018-19,Progression to higher education or training,Academic year 2018/19,19-Nov-20,NA,Progression to higher education or training,2018/19,No
https://explore-education-statistics.service.gov.uk/find-statistics/progression-to-higher-education-or-training/2017-18,Progression to higher education or training,Academic year 2017/18,30-Sep-20,NA,Progression to higher education or training,2017/18,No
https://explore-education-statistics.service.gov.uk/data-tables/progression-to-higher-education-or-training,Create your own tables,Table Tool,NA,Progression to higher education or training,Progression to higher education or training,,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-1-and-phonics-screening-check-attainment/data-guidance,Key stage 1 and phonics screening check attainment,Academic year 2022/23,12-Oct-23,NA,Key stage 1 and phonics screening check attainment,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-1-and-phonics-screening-check-attainment/prerelease-access-list,Key stage 1 and phonics screening check attainment,Academic year 2022/23,12-Oct-23,NA,Key stage 1 and phonics screening check attainment,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-1-and-phonics-screening-check-attainment/2021-22,Key stage 1 and phonics screening check attainment,Academic year 2021/22,06-Oct-22,NA,Key stage 1 and phonics screening check attainment,2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/key-stage-1-and-phonics-screening-check-attainment,Create your own tables,Table Tool,NA,Key stage 1 and phonics screening check attainment,Key stage 1 and phonics screening check attainment,,No
https://explore-education-statistics.service.gov.uk/find-statistics/employer-skills-survey/data-guidance,Employer Skills Survey,Calendar year 2022,28-Sep-23,NA,Employer Skills Survey,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/employer-skills-survey/prerelease-access-list,Employer Skills Survey,Calendar year 2022,28-Sep-23,NA,Employer Skills Survey,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/employer-skills-survey/2019,Employer Skills Survey,Calendar year 2019,30-Mar-23,NA,Employer Skills Survey,2019,No
https://explore-education-statistics.service.gov.uk/data-tables/employer-skills-survey,Create your own tables,Table Tool,NA,Employer Skills Survey,Employer Skills Survey,,No
https://explore-education-statistics.service.gov.uk/find-statistics/planned-la-and-school-expenditure/data-guidance,Planned LA and school expenditure,Financial year 2023-24,28-Sep-23,NA,Planned LA and school expenditure,2023-24,No
https://explore-education-statistics.service.gov.uk/find-statistics/planned-la-and-school-expenditure/prerelease-access-list,Planned LA and school expenditure,Financial year 2023-24,28-Sep-23,NA,Planned LA and school expenditure,2023-24,No
https://explore-education-statistics.service.gov.uk/find-statistics/planned-la-and-school-expenditure/2022-23,Planned LA and school expenditure,Financial year 2022-23,29-Sep-22,NA,Planned LA and school expenditure,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/planned-la-and-school-expenditure/2021-22,Planned LA and school expenditure,Financial year 2021-22,30-Sep-21,NA,Planned LA and school expenditure,2021-22,No
https://explore-education-statistics.service.gov.uk/data-tables/planned-la-and-school-expenditure,Create your own tables,Table Tool,NA,Planned LA and school expenditure,Planned LA and school expenditure,,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-workforce/data-guidance,Further education workforce,Academic year 2021/22,31-Aug-23,NA,Further education workforce,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-workforce/prerelease-access-list,Further education workforce,Academic year 2021/22,31-Aug-23,NA,Further education workforce,2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/further-education-workforce,Create your own tables,Table Tool,NA,Further education workforce,Further education workforce,,No
https://explore-education-statistics.service.gov.uk/find-statistics/admission-appeals-in-england/data-guidance,Admission appeals in England,Academic year 2022/23,17-Aug-23,NA,Admission appeals in England,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/admission-appeals-in-england/prerelease-access-list,Admission appeals in England,Academic year 2022/23,17-Aug-23,NA,Admission appeals in England,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/admission-appeals-in-england/2021-22,Admission appeals in England,Academic year 2021/22,18-Aug-22,NA,Admission appeals in England,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/admission-appeals-in-england/2020-21,Admission appeals in England,Academic year 2020/21,19-Aug-21,NA,Admission appeals in England,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/admission-appeals-in-england/2019-20,Admission appeals in England,Academic year 2019/20,20-Aug-20,NA,Admission appeals in England,2019/20,No
https://explore-education-statistics.service.gov.uk/data-tables/admission-appeals-in-england,Create your own tables,Table Tool,NA,Admission appeals in England,Admission appeals in England,,No
https://explore-education-statistics.service.gov.uk/find-statistics/provisional-t-level-results/data-guidance,Provisional T Level results,Academic year 2022/23,17-Aug-23,NA,Provisional T Level results,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/provisional-t-level-results/2021-22,Provisional T Level results,Academic year 2021/22,18-Aug-22,NA,Provisional T Level results,2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/provisional-t-level-results,Create your own tables,Table Tool,NA,Provisional T Level results,Provisional T Level results,,No
https://explore-education-statistics.service.gov.uk/find-statistics/pupil-yield-from-housing-developments/data-guidance,Pupil yield from housing developments,Reporting year 2022,09-Aug-23,NA,Pupil yield from housing developments,2022,No
https://explore-education-statistics.service.gov.uk/data-tables/pupil-yield-from-housing-developments,Create your own tables,Table Tool,NA,Pupil yield from housing developments,Pupil yield from housing developments,,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-performance-profiles/data-guidance,Initial teacher training performance profiles,Academic year 2021/22,27-Jul-23,NA,Initial teacher training performance profiles,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-performance-profiles/prerelease-access-list,Initial teacher training performance profiles,Academic year 2021/22,27-Jul-23,NA,Initial teacher training performance profiles,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-performance-profiles/2020-21,Initial teacher training performance profiles,Academic year 2020/21,28-Jul-22,NA,Initial teacher training performance profiles,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-performance-profiles/2019-20,Initial teacher training performance profiles,Academic year 2019/20,29-Jul-21,NA,Initial teacher training performance profiles,2019/20,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-performance-profiles/2018-19,Initial teacher training performance profiles,Academic year 2018/19,30-Jul-20,NA,Initial teacher training performance profiles,2018/19,No
https://explore-education-statistics.service.gov.uk/data-tables/initial-teacher-training-performance-profiles,Create your own tables,Table Tool,NA,Initial teacher training performance profiles,Initial teacher training performance profiles,,No
https://explore-education-statistics.service.gov.uk/find-statistics/childcare-and-early-years-survey-of-parents/data-guidance,Childcare and early years survey of parents,Reporting year 2022,27-Jul-23,NA,Childcare and early years survey of parents,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/childcare-and-early-years-survey-of-parents/prerelease-access-list,Childcare and early years survey of parents,Reporting year 2022,27-Jul-23,NA,Childcare and early years survey of parents,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/childcare-and-early-years-survey-of-parents/2021,Childcare and early years survey of parents,Reporting year 2021,25-Aug-22,NA,Childcare and early years survey of parents,2021,No
https://explore-education-statistics.service.gov.uk/data-tables/childcare-and-early-years-survey-of-parents,Create your own tables,Table Tool,NA,Childcare and early years survey of parents,Childcare and early years survey of parents,,No
https://explore-education-statistics.service.gov.uk/find-statistics/longer-term-destinations/data-guidance,Longer term destinations,Academic year 2020/21,20-Jul-23,NA,Longer term destinations,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/longer-term-destinations/prerelease-access-list,Longer term destinations,Academic year 2020/21,20-Jul-23,NA,Longer term destinations,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/longer-term-destinations/2019-20,Longer term destinations,Academic year 2019/20,07-Jul-22,NA,Longer term destinations,2019/20,No
https://explore-education-statistics.service.gov.uk/find-statistics/longer-term-destinations/2018-19,Longer term destinations,Academic year 2018/19,20-May-21,NA,Longer term destinations,2018/19,No
https://explore-education-statistics.service.gov.uk/find-statistics/longer-term-destinations/2017-18,Longer term destinations,Academic year 2017/18,01-Oct-20,NA,Longer term destinations,2017/18,No
https://explore-education-statistics.service.gov.uk/data-tables/longer-term-destinations,Create your own tables,Table Tool,NA,Longer term destinations,Longer term destinations,,No
https://explore-education-statistics.service.gov.uk/find-statistics/academy-transfers-and-funding/data-guidance,Academy transfers and funding,Financial year 2022-23,20-Jul-23,NA,Academy transfers and funding,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/academy-transfers-and-funding/prerelease-access-list,Academy transfers and funding,Financial year 2022-23,20-Jul-23,NA,Academy transfers and funding,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/academy-transfers-and-funding/2021-22,Academy transfers and funding,Financial year 2021-22,21-Jul-22,NA,Academy transfers and funding,2021-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/academy-transfers-and-funding/2020-21,Academy transfers and funding,Financial year 2020-21,22-Jul-21,NA,Academy transfers and funding,2020-21,No
https://explore-education-statistics.service.gov.uk/data-tables/academy-transfers-and-funding,Create your own tables,Table Tool,NA,Academy transfers and funding,Academy transfers and funding,,No
https://explore-education-statistics.service.gov.uk/find-statistics/teacher-and-leader-development-ecf-and-npqs/data-guidance,Teacher and Leader development: ECF and NPQs,Academic year 2022/23,19-Jul-23,NA,Teacher and Leader development: ECF and NPQs,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/teacher-and-leader-development-ecf-and-npqs/prerelease-access-list,Teacher and Leader development: ECF and NPQs,Academic year 2022/23,19-Jul-23,NA,Teacher and Leader development: ECF and NPQs,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/teacher-and-leader-development-ecf-and-npqs/2021-22,Teacher and Leader development: ECF and NPQs,Academic year 2021/22,14-Jul-22,NA,Teacher and Leader development: ECF and NPQs,2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/teacher-and-leader-development-ecf-and-npqs,Create your own tables,Table Tool,NA,Teacher and Leader development: ECF and NPQs,Teacher and Leader development: ECF and NPQs,,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-finances-during-the-covid-19-pandemic/data-guidance,School finances during the Covid-19 pandemic,Financial year 2021-22,17-Jul-23,NA,School finances during the Covid-19 pandemic,2021-22,No
https://explore-education-statistics.service.gov.uk/data-tables/school-finances-during-the-covid-19-pandemic,Create your own tables,Table Tool,NA,School finances during the Covid-19 pandemic,School finances during the Covid-19 pandemic,,No
https://explore-education-statistics.service.gov.uk/find-statistics/widening-participation-in-higher-education/data-guidance,Widening participation in higher education,Academic year 2021/22,13-Jul-23,NA,Widening participation in higher education,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/widening-participation-in-higher-education/prerelease-access-list,Widening participation in higher education,Academic year 2021/22,13-Jul-23,NA,Widening participation in higher education,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/widening-participation-in-higher-education/2020-21,Widening participation in higher education,Academic year 2020/21,28-Jul-22,NA,Widening participation in higher education,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/widening-participation-in-higher-education/2019-20,Widening participation in higher education,Academic year 2019/20,14-Oct-21,NA,Widening participation in higher education,2019/20,No
https://explore-education-statistics.service.gov.uk/find-statistics/widening-participation-in-higher-education/2018-19,Widening participation in higher education,Academic year 2018/19,30-Jul-20,NA,Widening participation in higher education,2018/19,No
https://explore-education-statistics.service.gov.uk/data-tables/widening-participation-in-higher-education,Create your own tables,Table Tool,NA,Widening participation in higher education,Widening participation in higher education,,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-2-attainment-national-headlines/data-guidance,Key stage 2 attainment: National headlines,Academic year 2022/23,11-Jul-23,NA,Key stage 2 attainment: National headlines,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-2-attainment-national-headlines/2021-22,Key stage 2 attainment: National headlines,Academic year 2021/22,05-Jul-22,NA,Key stage 2 attainment: National headlines,2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/key-stage-2-attainment-national-headlines,Create your own tables,Table Tool,NA,Key stage 2 attainment: National headlines,Key stage 2 attainment: National headlines,,No
https://explore-education-statistics.service.gov.uk/find-statistics/leo-graduate-and-postgraduate-outcomes/data-guidance,LEO Graduate and Postgraduate Outcomes,Tax year 2020-21,06-Jul-23,NA,LEO Graduate and Postgraduate Outcomes,2020-21,No
https://explore-education-statistics.service.gov.uk/find-statistics/leo-graduate-and-postgraduate-outcomes/2019-20,LEO Graduate and Postgraduate Outcomes,Tax year 2019-20,24-Nov-22,NA,LEO Graduate and Postgraduate Outcomes,2019-20,No
https://explore-education-statistics.service.gov.uk/data-tables/leo-graduate-and-postgraduate-outcomes,Create your own tables,Table Tool,NA,LEO Graduate and Postgraduate Outcomes,LEO Graduate and Postgraduate Outcomes,,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-provision-children-under-5/data-guidance,Education provision: children under 5 years of age,Reporting year 2023,06-Jul-23,NA,Education provision: children under 5 years of age,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-provision-children-under-5/prerelease-access-list,Education provision: children under 5 years of age,Reporting year 2023,06-Jul-23,NA,Education provision: children under 5 years of age,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-provision-children-under-5/2022,Education provision: children under 5 years of age,Reporting year 2022,30-Jun-22,NA,Education provision: children under 5 years of age,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-provision-children-under-5/2021,Education provision: children under 5 years of age,Reporting year 2021,01-Jul-21,NA,Education provision: children under 5 years of age,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/education-provision-children-under-5/2020,Education provision: children under 5 years of age,Reporting year 2020,25-Jun-20,NA,Education provision: children under 5 years of age,2020,No
https://explore-education-statistics.service.gov.uk/data-tables/education-provision-children-under-5,Create your own tables,Table Tool,NA,Education provision: children under 5 years of age,Education provision: children under 5 years of age,,No
https://explore-education-statistics.service.gov.uk/find-statistics/september-guarantee-offers-of-education-and-training-for-young-people-age-16-and-17/data-guidance,September Guarantee: offers of education and training for young people age 16 and 17,Academic year 2022/23,06-Jul-23,NA,September Guarantee: offers of education and training for young people age 16 and 17,2022/23,No
https://explore-education-statistics.service.gov.uk/data-tables/september-guarantee-offers-of-education-and-training-for-young-people-age-16-and-17,Create your own tables,Table Tool,NA,September Guarantee: offers of education and training for young people age 16 and 17,September Guarantee: offers of education and training for young people age 16 and 17,,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-provider-level-data/data-guidance,LEO Graduate outcomes provider level data,Tax year 2020-21,06-Jul-23,NA,LEO Graduate outcomes provider level data,2020-21,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-provider-level-data/2019-20,LEO Graduate outcomes provider level data,Tax year 2019-20,24-Nov-22,NA,LEO Graduate outcomes provider level data,2019-20,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-provider-level-data/2018-19,LEO Graduate outcomes provider level data,Tax year 2018-19,24-Jun-21,NA,LEO Graduate outcomes provider level data,2018-19,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-outcomes-leo-provider-level-data/2017-18,LEO Graduate outcomes provider level data,Tax year 2017-18,25-Jun-20,NA,LEO Graduate outcomes provider level data,2017-18,No
https://explore-education-statistics.service.gov.uk/data-tables/graduate-outcomes-leo-provider-level-data,Create your own tables,Table Tool,NA,LEO Graduate outcomes provider level data,LEO Graduate outcomes provider level data,,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-training-and-neet-age-16-to-17-by-local-authority/data-guidance,"Participation in education, training and NEET age 16 to 17 by local authority",Academic year 2022/23,06-Jul-23,NA,"Participation in education, training and NEET age 16 to 17 by local authority",2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/participation-in-education-training-and-neet-age-16-to-17-by-local-authority/2021-22,"Participation in education, training and NEET age 16 to 17 by local authority",Academic year 2021/22,01-Dec-22,NA,"Participation in education, training and NEET age 16 to 17 by local authority",2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/participation-in-education-training-and-neet-age-16-to-17-by-local-authority,Create your own tables,Table Tool,NA,"Participation in education, training and NEET age 16 to 17 by local authority","Participation in education, training and NEET age 16 to 17 by local authority",,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-labour-markets/data-guidance,Graduate labour market statistics,Calendar year 2022,29-Jun-23,NA,Graduate labour market statistics,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-labour-markets/prerelease-access-list,Graduate labour market statistics,Calendar year 2022,29-Jun-23,NA,Graduate labour market statistics,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-labour-markets/2021,Graduate labour market statistics,Calendar year 2021,09-Jun-22,NA,Graduate labour market statistics,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-labour-markets/2020,Graduate labour market statistics,Reporting year 2020,10-Jun-21,NA,Graduate labour market statistics,2020,No
https://explore-education-statistics.service.gov.uk/find-statistics/graduate-labour-markets/2019,Graduate labour market statistics,Reporting year 2019,07-May-20,NA,Graduate labour market statistics,2019,No
https://explore-education-statistics.service.gov.uk/data-tables/graduate-labour-markets,Create your own tables,Table Tool,NA,Graduate labour market statistics,Graduate labour market statistics,,No
https://explore-education-statistics.service.gov.uk/find-statistics/local-authority-school-places-scorecards/data-guidance,Local authority school places scorecards,Reporting year 2022,29-Jun-23,NA,Local authority school places scorecards,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/local-authority-school-places-scorecards/prerelease-access-list,Local authority school places scorecards,Reporting year 2022,29-Jun-23,NA,Local authority school places scorecards,2022,No
https://explore-education-statistics.service.gov.uk/find-statistics/local-authority-school-places-scorecards/2021,Local authority school places scorecards,Reporting year 2021,30-Jun-22,NA,Local authority school places scorecards,2021,No
https://explore-education-statistics.service.gov.uk/find-statistics/local-authority-school-places-scorecards/2019,Local authority school places scorecards,Reporting year 2019,29-Sep-20,NA,Local authority school places scorecards,2019,No
https://explore-education-statistics.service.gov.uk/data-tables/local-authority-school-places-scorecards,Create your own tables,Table Tool,NA,Local authority school places scorecards,Local authority school places scorecards,,No
https://explore-education-statistics.service.gov.uk/find-statistics/student-loan-forecasts-for-england/data-guidance,Student loan forecasts for England,Financial year 2022-23,29-Jun-23,NA,Student loan forecasts for England,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/student-loan-forecasts-for-england/prerelease-access-list,Student loan forecasts for England,Financial year 2022-23,29-Jun-23,NA,Student loan forecasts for England,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/student-loan-forecasts-for-england/2021-22,Student loan forecasts for England,Financial year 2021-22,14-Jul-22,NA,Student loan forecasts for England,2021-22,No
